HOURLY,HOUR,TEMP,RH,WD,WS,PRECIP
21/06/2024,1,3.5,76.0,340.0,1.7,0.0
21/06/2024,2,2.4,82.0,256.0,0.9,0.0
21/06/2024,3,1.8,85.0,282.0,1.7,0.0
21/06/2024,4,0.7,90.0,300.0,1.0,0.0
21/06/2024,5,0.3,90.0,325.0,1.2,0.0
21/06/2024,6,3.4,79.0,277.0,2.9,0.0
21/06/2024,7,5.8,68.0,227.0,7.2,0.0
21/06/2024,8,9.2,59.0,216.0,9.1,0.0
21/06/2024,9,12.1,46.0,210.0,9.3,0.0
21/06/2024,10,15.4,39.0,202.0,4.9,0.0
21/06/2024,11,18.0,19.0,235.0,4.7,0.0
21/06/2024,12,20.1,24.0,204.0,7.6,0.0
21/06/2024,13,20.7,20.0,222.0,10.1,0.0
21/06/2024,14,21.2,18.0,241.0,8.3,0.0
21/06/2024,15,21.5,16.0,227.0,9.7,0.0
21/06/2024,16,21.4,18.0,248.0,8.6,0.0
21/06/2024,17,19.6,19.0,252.0,8.2,0.0
21/06/2024,18,19.6,32.0,304.0,7.6,0.0
21/06/2024,19,17.6,39.0,46.0,11.0,0.0
21/06/2024,20,16.4,43.0,25.0,10.6,0.0
21/06/2024,21,15.0,46.0,41.0,11.1,0.0
21/06/2024,22,13.2,52.0,27.0,11.5,0.0
21/06/2024,23,10.3,60.0,53.0,3.5,0.0
22/06/2024,0,9.5,61.0,23.0,5.8,0.0
22/06/2024,1,6.7,71.0,348.0,2.0,0.0
22/06/2024,2,4.6,82.0,340.0,1.2,0.0
22/06/2024,3,3.9,83.0,284.0,1.1,0.0
22/06/2024,4,3.0,81.0,260.0,1.8,0.0
22/06/2024,5,3.5,80.0,261.0,1.7,0.0
22/06/2024,6,5.6,69.0,256.0,3.3,0.0
22/06/2024,7,8.0,58.0,228.0,8.3,0.0
22/06/2024,8,11.2,51.0,222.0,9.2,0.0
22/06/2024,9,14.0,42.0,217.0,8.1,0.0
22/06/2024,10,17.0,35.0,222.0,5.9,0.0
22/06/2024,11,20.9,21.0,204.0,4.9,0.0
22/06/2024,12,22.0,23.0,213.0,9.5,0.0
22/06/2024,13,21.6,23.0,240.0,13.1,0.0
22/06/2024,14,21.9,22.0,235.0,13.0,0.0
22/06/2024,15,21.3,24.0,246.0,11.8,0.0
22/06/2024,16,20.8,26.0,242.0,12.2,0.0
22/06/2024,17,20.3,28.0,256.0,9.9,0.0
22/06/2024,18,21.2,27.0,248.0,7.6,0.0
22/06/2024,19,20.0,31.0,257.0,4.5,0.0
22/06/2024,20,18.2,37.0,244.0,6.0,0.0
22/06/2024,21,18.5,35.0,249.0,7.8,0.0
22/06/2024,22,17.3,39.0,248.0,8.6,0.0
22/06/2024,23,15.7,46.0,239.0,8.2,0.0
23/06/2024,0,15.0,49.0,232.0,8.7,0.0
23/06/2024,1,13.1,53.0,229.0,8.0,0.0
23/06/2024,2,12.4,57.0,229.0,7.2,0.0
23/06/2024,3,11.1,61.0,215.0,11.2,0.0
23/06/2024,4,10.6,62.0,214.0,12.6,0.0
23/06/2024,5,9.3,67.0,218.0,8.9,0.0
23/06/2024,6,9.9,68.0,220.0,8.7,0.0
23/06/2024,7,11.7,62.0,219.0,15.4,0.0
23/06/2024,8,13.7,57.0,223.0,15.7,0.0
23/06/2024,9,15.8,53.0,227.0,13.6,0.0
23/06/2024,10,20.2,37.0,235.0,9.3,0.0
23/06/2024,11,19.2,32.0,246.0,9.1,0.0
23/06/2024,12,17.8,31.0,248.0,11.6,0.0
23/06/2024,13,21.2,28.0,219.0,16.4,0.0
23/06/2024,14,17.8,33.0,220.0,15.5,0.0
23/06/2024,15,17.2,39.0,287.0,12.7,0.0
23/06/2024,16,15.7,51.0,254.0,9.9,0.0
23/06/2024,17,13.7,67.0,227.0,10.8,0.5
23/06/2024,18,15.2,48.0,230.0,8.4,0.0
23/06/2024,19,13.7,57.0,257.0,7.3,0.0
23/06/2024,20,12.6,63.0,208.0,12.1,0.0
23/06/2024,21,12.1,60.0,210.0,12.1,0.0
23/06/2024,22,12.6,51.0,235.0,8.3,0.0
23/06/2024,23,11.9,49.0,244.0,7.4,0.0
24/06/2024,0,11.4,49.0,247.0,6.4,0.0
24/06/2024,1,11.5,48.0,246.0,6.4,0.0
24/06/2024,2,10.4,52.0,235.0,6.0,0.0
24/06/2024,3,10.3,52.0,235.0,6.2,0.0
24/06/2024,4,9.4,56.0,227.0,8.1,0.0
24/06/2024,5,9.4,55.0,238.0,7.9,0.0
24/06/2024,6,9.3,58.0,224.0,9.7,0.0
24/06/2024,7,11.1,52.0,226.0,9.9,0.0
24/06/2024,8,14.0,38.0,233.0,9.7,0.0
24/06/2024,9,14.3,35.0,236.0,11.5,0.0
24/06/2024,10,15.0,34.0,258.0,7.7,0.0
24/06/2024,11,16.7,31.0,242.0,10.8,0.0
24/06/2024,12,16.6,28.0,234.0,15.9,0.0
24/06/2024,13,16.7,27.0,246.0,12.1,0.0
24/06/2024,14,18.2,28.0,246.0,13.1,0.0
24/06/2024,15,18.3,28.0,237.0,15.5,0.0
24/06/2024,16,17.1,28.0,239.0,14.2,0.0
24/06/2024,17,16.6,27.0,237.0,12.7,0.0
24/06/2024,18,15.8,30.0,250.0,10.2,0.0
24/06/2024,19,15.4,30.0,242.0,9.9,0.0
